score,review_at,content
3.0,2016/03,"新小岩駅から3,4分の裏道に古くからある八丈島料理の「源八船頭」新小岩を代表する大箱居酒屋店だと思います。十数年前に建てなおされた建物なので、外観はごく普通の居酒屋です。店内はカウンター席、テーブル席、座敷席、すべて合わせば100席近くあるかと思う。カウンターあたりは漁師小屋を思わせるインテリアが飾られ広々した座敷も、なんだか田舎の民家の様で落ち着きます。メニューは八丈島らしくあしたば料理が天ぷら、おひたし、胡麻和え、サラダ、三杯酢、バター炒め、キムチ和えと種類も豊富だ。もちろん名物のくさやもあります・アシタバとは伊豆諸島や伊豆半島、房総半島などに自生する植物で、夜に葉を摘んでも明日には芽（葉）が出るというぐらい生育が早いので、明日葉、あしたば、アシタバ・・・と呼ばれる独特の苦味が病みつきになる美味しさなのです。【あしたば天ぷら650円】はパリパリで軽く塩を振って食べればビールのツマミに合いますね。他の料理も魚系が多く、中でも試していただきたいのは八丈名物の【島すし800円】大振りのネタでボリュームたっぷり、一人で頼むとこれだけでお腹いっぱいになります。ネタはヅケになっていて、面白いのはワサビとカラシが付いてきます。せっかくなのでカラシをつけて食べますが、お寿司じゃないみたい～【魚のアラ煮 800円】はメカジキを甘辛く煮てあり、こちらもボリュームがありチマチマ食べるには多すぎ～その他料理も全体的にボリュームがあるので、一人で行くと1,2種類しか食べられないので、グループ利用がおススメです。店員さんは大陸系の方が多く注文がうまく通らないこともアリ、食後にお茶を頼んだら酎ハイ用の大きなグラスに熱々烏龍茶が出てきた・・・(-_-;)--------------------------------------------------------《2016年3月再訪》22時過ぎだというのに半分以上の入り、残り30分だというので慌てて注文。あしたばの天ぷらも飽きてきたので、【あしたばのごま合え 650円】を試すが、やはり天ぷらの方が良いかなぁ。【イカ沖漬け】はボリュームたっぷり日本酒でゆっくりやりたかった。"
3.3,2016/01,新小岩3軒目。すでに記憶が怪しくなってきました（＾－＾；備忘録に近いのであまり参考にならないです(笑たしか、どこに行くか決めてなくて、飛び込みで入ったお店です。ネット検索をすると、出没アド街ック天国の新小岩特集の「第1位大衆酒場」のうちの1軒として紹介されたそうです。駅からの道順JR新小岩駅南口、ロータリーと右回りに進みリンガーハットを右折し、すぐの吉野家を左折して細い路地を入ります。十字路を1つ過ぎて少し行った左手になります。店内の感じが全く思い出せないけど、ボケ気味の画像が1枚残っていました。きれいな外観ですが、店内は意外と雑然としているようですね～メニューはとても豊富でお魚料理がメインになっています。そして八丈島料理も楽しめます♪注文したもの●あしたば天ぷら￥650あしたばといえば天ぷら。提供されたお料理を見てびっくり！てんこ盛りの天ぷらです☆塩がかかっているのでそのままいただけます。サクサクに揚がっていておいしいですね♪●あしたばサラダ￥650実はあしたばサラダ巻ずし￥800を注文したのですが、間違ってこちらが出てきました。でも酔っぱらいは気づかずしばらくそのまま食べちゃいました（＾－＾；こちらもボリュームたっぷり！あしたばとハムのマヨネーズ和えにたっぷりのサラダも添えられます。あしたばをこういう感じで食べたのは初めてですが、シャキシャキとしたあしたばとマヨネーズは結構合うのですね。これは自宅でも真似をしてみたいです。一応、お料理が違う旨お店の方に言ったけど、閉店時間が近いこともありお寿司は作ってもらえませんでした。●ホットウーロンハイ￥400この時期ホットウーロンハイは癒されますね～●お通し(価格不明)枝豆でした。マイレビュアーさんの2012年情報によると￥250だったそうです。アルコールを何杯飲んだのか覚えてないし、サラダの料金(途中で下げてもらいました)が加わっているのかもわからないけど、画像に残っているお会計の紙には￥3070とありました。サラダは伝票についてたのかな。ボリュームのあるお料理がいただけるのでおひとり様より数人で行かれる方がおすすめのお店です。改めてメニューを見ると食べてみたいお料理がずらっと並んでいます！機会があれば1次会でがっつり食べに行きたいと思います。
3.6,2014/12,八丈島行ったことないですが行ってみたい八丈島！島ずしに期待をしなごらの初訪問正直、この前を何度も通り過ぎたことあります昔からある街に馴染んだ店構え外観からは意外なほど奥行きのある広い店でした・・・(・∀・i)タラー・・・何の予備知識もなかったのでとりあえず刺身の盛合せ1600円を頼んだら(^ω^;)多くて驚き！切り身も分厚いし(^ω^;)(σ・ω・)σ旨いけど多い・・・・・豆鰺の唐揚げ頼んだら豆サイズじゃない鰺が・・・(・∀・i)タラー・・・ガリガリ食べましたよ旨いし(～‾▽‾)～あしたばの天ぷらドーン…(；´∀｀)完全にやってもーた(((;°▽°))サクサクで美味しいけど多い・・・・・ココなんでも一品一品が多いのね（笑）結局お目当ての島ずしまで到達出来ずお腹いっぱいになってしまいました(^ω^;)他にも小岩に2店舗あるようなのでリベンジ島ずししてきます！
3.2,2014/06,JR新小岩駅南口にあります。駅からは近いのですがやや怪しい道を通って行きます。以前、小岩店には行ったことがあるのですが、平日の7時ごろに初訪問です。お店に入ると混んでますねえ。手前のテーブル席は満席、予約してあったので奥の座敷に上がります。座敷も予約してあったところ以外は満席。今日は金曜で明日は休み？と錯覚しそうな雰囲気です(笑)。さっそく生ビールから。冷えたビールは身体の中に染み込んでいくようです。とりあえず、あしたばの天ぷらを注文しました。この日は4人。あしたばの天ぷらはこのぐらいの人数で食べればいいのですが、やっぱり量は多いです。前はどうやって食べたか忘れましたが、塩で食べるとなかなかツマミにはいい感じです。刺身も厚くさすがです。次から次へと注文し、やっぱりシメは島寿司。やっぱりおいしいです。生の魚を食べてる！って感じがいいですね。軽く味付され、カラシが少し効いたこのお寿司でお腹いっぱいに。満足な飲み会となりました。また機会があったらちゃんと予約して再訪したいと思います。ごちそうさまでした。
3.5,2012/09,八丈島は好きな場所で、一時期住んでいた事もある。人口約1万の島だが、焼酎の蔵本が5軒ある。住んでいる地域の蔵本の焼酎を飲むのが礼儀。八丈町大賀郷に住んでいたら、磯崎酒造の”黄八丈”。八丈島酒造合名会社の”八重椿”。といった具合だ。だから島での冠婚葬祭では、各蔵元の焼酎を準備する必要がある。新小岩の八丈島料理がいただける”源八船頭 新小岩店 ”。平日の夕方伺った。1名と告げると、喫煙席と禁煙席があるとのこと。禁煙席をお願いするとカウンターに案内される。＊お通し250円。山盛りの枝豆。冷凍だが嬉しい。＊黄八丈600円。ロックでいただく。結構なみなみ入っている。磯崎酒造は2012年7月醸造を中止。1～2年かけて在庫商品を販売するそうだ。もうすぐ飲めなくなると思うと寂しい。＊くさや800円1尾でこの値段なら安い。熱々の身を手でほぐす。尾の方を半分にして骨の付いていない方をいただく。ここは初心者でも簡単。次に骨が付いている方。骨をはがして、骨に付いている薄い身を食べる。うまい。頭の方は適度に身を裂きながらいただく。上手に食べると僅かな骨と尾びれが残る。焼酎も飲み干しごちそうさま。帰りの電車の中で、指先の臭いが気になった。
3.2,2012/05,JR新小岩駅、南口から徒歩2分。駅を出てルミエール商店街に入るかと思いきや、アーケードの入り口を右折して吉野家を左手に曲がりましょう。やや狭い路地をちょっと入れば、そこに一風変わった店構え。木目風の看板や外壁に、鍋がかかっていたりします。2011年3月の震災より、「節電中」の表示が軒先というか入り口のドアに貼ってありますね。引き戸になっているドアを開けて入りましょう。「いらっしゃーい！！」と元気の良いお姉さんの声でお出迎えです笑。入り口にはレジがあり、そこにいるのが女将さんでしょうか。私「こんばんは、19時から4名で予約している○○です。」女将さん「はーい！承ってます、奥のテーブル席どうぞー！！」女将さん、元気が良いのか声が通るのかとっても声が大きく感じます汗。入り口付近が少人数用の横並びに座れるテーブル、店内左手奥が4名用のテーブル席になっています。今日は小、中学生時代の仲間との半年に一回の飲み会です。男4名、集まればなかなかの勢いになることは想像に難くないと思います。まずは生ビールを人数分いただきましょう。キリンの一番絞りが、キンキンに冷えたジョッキに入って提供されます。むさくるしい乾杯ですが、気の置けない仲間との一杯はまた格別であると言えます。人数がいるスケールメリットを活かし、お刺身の盛り合わせをいきなり注文しちゃいましょう！写真は失念しましたが、その他天ぷら、串焼き等思い思いに好きなものも追加で発注してしまいます。このお店にたどり着くきっかけになったのは、そもそも仲間の１人のお母さんが、ママ会に使っていたからなんです。もはや「ママ」という形容も出来なくなってきた私達の母ですが、まさか息子達が揃ってお邪魔しているとは母達もお店の方も思わないでしょう笑。その位、地元密着度の高いお店と言えるのではないでしょうか。新小岩は飲食店がとても多く、まさに激戦区と呼んでも過言ではありません。そのような環境で何年もお店を続けていらっしゃるのは、不断の努力と地元のお客さんに愛される料理やお酒の力だと思います。話が逸れました。皆がジョッキを片手に近況報告をしていると、刺身の盛り合わせがやってきます。もの凄いボリュームですね！！興奮するレベルの盛りの良さです。何が嬉しいって海老がたっぷり、1人2匹は食べられる量が乗っています。マグロやブリ、タコにホタテ、カツオ、ヒラメ等、オーソドックスではありますがどれも新鮮で美味しそうです。山葵はすりおろしたてのような印象です、パセリがきっちり添えられています。早速いただきましょう。見た目にもお分かりいただけると思いますが、刺身が肉厚。分厚いです。新鮮なのか身がぶりぶり、とても良い歯ごたえを感じます。途中から日本酒組と焼酎組に分かれ、つくねをかじったりしながらあーでもないこーでもないととめどなく話は進み、結局もう一軒行こう！という話になってしまいました笑。伝票を持って入り口のレジに行き、お勘定をしてもらってお店を後にします。お刺身だけでなく、日本酒や泡盛等も品揃えされているので本当はそっちも楽しむべきでしたね。来店の際には予約をお勧めします。帰りがけには元気になるお店です、ご馳走様でした。
3.5,2012/02,土曜の７時に行きましたが、既に満席。１５分くらい待ったかな。やっと案内され席が２名席！いやいや、事前に説明があり、４名席が空いたらすぐ移動してくれるとの事で安心して着席。画像の通りどれもすごいボリューム！！CPは高いでしょ！うにいくらは外国産なのはしょうがないかな。でもあのボリュームはすごいっ！！３人で５杯づつくらい飲んだかな。。おなかもいっぱいで合計８０００円くらいだった。あ、ドリンク数点忘れてますよ。。後で気づきました。。絶対またきますんでっっ！！
4.0,2010/12,今日は何か旨い海鮮が食べたい！って時に行くお店。出だしはやっぱり「島寿司」から。八丈島周辺でとれる魚をサビでなくカラシで握った変わった１品。脂がのってて美味。お酒はやっぱり島焼酎が合います。ボトルはキープ出来ませんが、３人くらいであれば十分かと。それからおつまみは「雲丹」「白子」「鮟肝」も美味しいです。忘れちゃならないのは超ビッグな「カレイから揚げ」や「あら煮」もお奨めですね。お店は早い時間から混んでるので事前に電話ですぐお店に入れるか確認する方が良いですね。トイレの入り口と中が超狭いのだけは我慢。
4.0,2010/02,が集まっているお店だなぁ！と感じました。近所のおばちゃん！　みたいな方も多く、なんとなく和やかな雰囲気の活気ある店内です。かなりこぬらしく、２時間の時間制のようです。火曜日の６時半に行きましたが、４，５０分待ちました。初！八丈島料理でしたが、お料理も飲み物もおいしいですね！「くさや」は店内全体がくさや臭い！！ということはなく、においが×な方も大丈夫だとおもいます。食べる時だけ臭いです。島寿司は、切り身が肉厚で◎です！！おいしいです。ワサビの代わりに、「からし」が入っていましたが、違和感なくたべられます！友達を連れて行ってあげたくなるお店です！
4.0,2009/11,八丈島料理・・・・。あまり聞きなれない言葉ですが、吉祥寺には東急のそばに「浜やん」というお店があるのでそこで楽しむことができますしかし今回浜やんよりもすべてにおいて上と聞いて訪れたお店がここ行列必至の人気店　　源八船頭　小岩店同じ東京でもはるか遠く遠く、「小岩」に来たんです。最初は小岩までチャリで行ってやろうかと思いましたが途中の浅草橋で断念・・・（河が・・・・）行列を横目に、先に入っているお仲間の元へ・・・まずは伊豆諸島の名産、あしたば。天麩羅を頂きました奥に見えるのはコレトビウオの一夜干し肉厚で身が締まっております美味い魚で勢いをつけて・・・・・さぁクサヤに特攻ですく・・・く・・・・・・・・臭い・・・・・・でも口に入ってしまえば美味いシットリした感じが普通の干物と違いますね酒を飲むと、さらに臭みが旨味に・・・あとは海の幸を日本酒と共に、存分に楽しみます生牡蠣アンキモ厚切りのカンパチ刺身とタラの白子ポン酢（注！すべて一人前です）あなご天麩羅もちろん一人前あ、八丈島といえば「島寿司」も頂きました。鯖寿司も珍しいものといえば、「タコ朝鮮」（生タコのキムチタレ和え）生タコのムチムチ感が嬉しいですね〜一つ一つがボリュームタップリなので、決して２人で来てはいけない店ですね
3.5,2009/04,--09.04.01.初訪--仕事仲間１０人くらいでの飲み会にて訪問八丈島直送の素材を調理したお料理が特徴の居酒屋さんなるほど、盛り合わせのお刺身はどれも新鮮で美味さらに切り身が厚くて大きいアシタバの天麩羅、八丈島の郷土料理だそうでボリュームがある苦味があってちょっと薬草のような風味だが、サクサクに揚がっていて案外食べやすいおにぎりももの凄い大きさで、ソフトボールをもう一回り大きくしたくらい島寿司は、赤身も白身もヅケにした握りでワサビではなくカラシを用いてるのが特徴これも切り身が厚く美味かった他にも色々注文したが、どのお料理を頼んでもボリュームいっぱいで美味くて、その上価格も安かったお腹いっぱい食べてたらふく飲んで３千円を少し超えたくらい店内は大変な賑わいで、スタッフも活気があり人気店なのもうなずける
3.0,2008/10,業務で新小岩へ。新小岩の知り合いに連れて行ってもらいました。八丈島料理と島寿司が有名なお店です。「とにかく量がすごいから何でも一人前でいいよ」と勧められ、「名物料理だけオーダーください」とお願いしました。生うに←　野球の硬球ほどの大きさのうに！一枚が大きい！刺身盛り合わせ←鮪とハマチの一短冊が普通の2倍程度。明日葉の天婦羅←有名な八丈島料理。盛りがすごい！大人の手3枚！アサリの酒蒸し←これは普通3人前。冷奴←豆腐一丁？島寿司←とにかくネタがぶ厚い！焼酎を3人で3本のボトルを空けたため、他にも何か食べたんだけど記憶なし。料理の味がなんとなく大味だったのがちょっと残念。とにかく、新小岩パワーに面食らった居酒屋でした。
4.0,2005/10,八丈島でとれた食材を毎日もってきているそうです。なんといってもボリュームたっぷりで夫婦二人では食べたいものがろくに食べられません。今回は3人で襲撃するも写真の品々で精一杯。　まずアラの煮付け、実が沢山残っている脂のたっぷりのったアラを甘辛く煮込んであります。続いて山芋と納豆とマグロを海苔で巻いたスタミナ巻き、大きな大きな鰈唐揚、これは骨までしっかりあげてあってパリッパリ！紅葉おろしとポン酢で食べます。二人だと残して持ち帰りになります。そして島寿司２人前と帆立刺身、寿司はさすがにすし屋のものではないので食べにくく、少しご飯の加減が良くありませんが立派なネタがてんこ盛り。居酒屋の寿司としては上等ではないでしょうか。帆立さしも甘いしっかりした切り身が写真のように一杯！！もう3人おなか一杯ベルトがはちきれる状態で飲み物は３人でビンビール一本とサワー三杯。これで７千円を少し超える程度。安い！！！写真が下手なもんで大量にみえませんがこれ全部びっくりするような量なんです。大きいネタが多いので多少大味の感は否めませんがとてもよいネタを山盛りで食べられるのでコストパフォーマンス抜群といえるでしょう。お近くまでおいでの際は是非試してみてください。
4.2,2019/05,飲み会二件目で訪問。以前訪問したこのお店、仲間の奥様のお薦めでもあると判明し、即入店。店内は、なんで？と思うほど大混雑、大繁盛。何とか座敷の中央に陣取り、まずは刺身盛り合わせとホタルイカ沖漬け、から再スタート。話も弾み、山芋スタミナ巻き、麩チャンプルーもオーダー。酒は、島の焼酎ボトルと炭酸、氷をオーダー。とにかく、店は活気に溢れ、老若男女で大繁盛。オバチャン達の接客も良く、明るい雰囲気で楽しめました。是非、また寄らせて貰います。
1.5,2017/02,予約可となっているが、早い時間のみらしい。また3名以上からの予約しか受け付けていないとの事。電話で対応したおばさんは、態度が悪い。しま寿司は、とてもおいしいので何度も行っていますが、予約電話をしたのは初めてだったので、幻滅しました。
3.5,2016/11,その日一日の活力を担うために重要な役割を果たす栄養摂取の場、朝のごはん。しかしながらもちろんの事、人が健やかに生きて行くためには、朝のごはんだけでは栄養が不十分だ。人が健やかな生活を送る為には、朝のごはんに加えて、昼のごはん、夜のごはんも大切なのである。今回はそんな夜のごはんをいただくために、新小岩にある、海鮮料理のお店、源八船頭 新小岩店さんを訪れてみた。恵みの雨がぱらついていたこの日。ガスの元栓を閉めたか心配になりながら今回は、イカの沖漬けをいただいた。注文した料理は見た目にも美味しそうで、身体にも良さそうだ。早速一口いただいてみると、見た目通りに美味しくてこれは、新小岩まできた甲斐もあったものだと思わせるような味わいだった。身体全体に染み渡る栄養価と料理の旨味を噛みしめながら一口、また一口と、料理を口に運ぶ手が止まらず、これが俗に言う、止められない止まらない美味しさなのかと心の奥底で感じながら美味しい料理を堪能させていただきました。朝、昼、夜と、何処のごはんが欠落しても健やかな生活は送れませんが今回いただいた料理は、とても満足の行く夜のごはんだったと思います。美味しい料理をありがとうございました。ごちそうさまでした。
3.0,2016/10,打合せ後の打ち上げに利用させて頂きました。割と早い時間に（１９：００）伺ったのにほぼ満席でしたが、運良く座れました.^^/4品頼みましたが結構量があったので、満足でした。アシタバは天ぷらで頼んだのですが、今度は天ぷら以外を頼んでみたいと思います。
3.6,2016/09,平日、午後から休みをいただきこちらへ！念のため新小岩駅に着いた１６時４０分くらいに電話で予約も入れました。１７時ちょっと前に入店。。流石に二組のみでしたが、１８時くらいには満席となりました。２回目の訪問ですが、連れて行ったメンバーは二人とも初めてだったので、お勧めに明日葉天麩羅、島寿司（これだけ二人前）、鮪のスタミナ巻、湯葉豆腐とキンメの刺し身を注文！どれも間違いない旨さです。量も多いです。３人での訪問でしたが、これ以上は食べられませんでした。行くときは予約したほうが絶対に良いと思います。
3.5,2016/07,小岩と同じで量が多い、その割りに安い刺身はさすがのウマさ（レビュー内容は小岩の高架下店とほぼ同じです）【食ったもの】刺身盛り合わせ2人前、1600円鮟鱇の唐揚げ島寿司、1人前、800円いかの塩辛、値段を忘れたどれも新鮮、旨し。いずれも素晴らしい鮮度です。刺身も島寿司も、基本的に赤身の魚（キハダマグロ？）や鰆が主で白身魚は入ってませんでした。刺身では厚切りの2種がドーンと盛り付けられ、島寿司では大きめのが握られてます。（江戸前寿司で出てくるような多種少量な盛り合わせでないです。）（太平洋側、八丈島では白身魚は取れないのでしょうかね。日本海側では主に白身魚を主に食べるそうですが）新小岩で魚を食べる時の候補に是非。
3.5,2016/05,うまいけど量が多い2人だと色々は食べられない
3.2,2015/10,仲良しのおばちゃんたちに連れられ行ってきました‼︎ちょっと早い時間にも関わらず店内は賑わっていて人気店なのが伺えました。おばちゃんたちから見ると娘の様な年齢なのであれよあれよと色々料理が運ばれてきて若いんだから食べなさいと（笑）思った以上のボリュームです（笑）一品一品がちょっとボリュームがあるので色々な種類が食べいのであればもっと大人数で行った方がいいのかなぁと。お気に入りは海苔で巻かれた山かけみたいな料理でした^o^また行きたいです。
3.1,2015/09,名前も八丈島も気に入ってます。アシタバのサラダ巻きを食べてると何故だか健康的な気分になれます。お酒を飲みながら「アシタバ食べると明日、体が楽らしいよ」なんてほざきながら、本末転倒的にグイグイ日本酒を飲んじゃったりします。
3.6,2014/08,職場の大先輩方に連れてってもらいました。金曜の夜ともあって、ほとんどの席が予約済みでした。確実に入るには、予約必須ですね。早い時間に伺ったので、なんとか残った2テーブルの一つに座ることができました。注文の方は、大先輩にお任せ。食べたのは以下の通り。枝豆（お通し）島寿司あしたばの天ぷらあしたばのおひたし刺し盛り海鮮シーザーサラダ？ほたるの沖漬けホタテのバターソテー？エビカツあとは忘れた(>_<)八丈島の郷土料理とのこと、島寿司は絶品でありました。甘い漬けのお寿司です。あしたばは天ぷらもおひたしも良かったです！程よい苦味が最高でした。お刺身も鮮度良く、美味しかったです。ホタテのバターソテーはお野菜と一緒にソテーされていました。想像していたバターソテーとは異なり、こちらも美味しかったです。お通しの枝豆もきちんと豆の味がします。ここは、料理のお味がいいですね。また来たいお店です。メニューが多くて、おそらく他にもえらく美味しいものがありそうです。他のレビューを見てると鯖寿司なんかいいなぁ。
3.5,2012/03,今回の出動は新小岩の経済活性の底上げを微力ながら支えようと1号、2号共に気合い充分！三軒目に源八船頭に突撃です！・・・・でも、ちょっと待て！気合いは入ってても店内は満席、期待しながら待機です(^^)で、15分程で席に通されたのですが、その時に手にしていた傘を「預かりますね」と店員さん(^^)些細なことだけど嬉しかったです席に着いてまず「中生」と注文し、ツマミはなににしようかな？って思いつつ目当てのアシタバの天ぷらをメニューで探していたら「アシタバのバター炒め」を発見！ここで1号に目で合図したらOKと返ってきたのでバター炒めと本命「島寿司」を注文！したら島寿司がすぐにきました(^-^
2.5,2011/09,期待して５時過ぎに行きましたが、既に４割くらいの席が埋まっていて人気店だと感じました。料理はと言うと明日葉のテンプラはからっと揚がっていて美味しいのですが、味塩しかないのはどうでしょうか？化学調味料入りではなく、ヒンギャなど島の塩を使うべきだと思います。クサヤは島のどの店から仕入れているのか聞きましたが、店員さんは外国人だけで質問の意味を理解してもらえませんでした。大将らしき人に聞いて私の知っている店だと判りましたが、くさや自体は焦げていてイマイチでした。島寿司は家庭の味というのか、作り手によって味にバラツキがありますが、こちらのはなかなか美味しいと思いました。ワガママ言うと、もう少し漬けっぽいと私の好みなんです。トコブシ煮は美味しかった。島でも採れなくなってなかなか食べられないみたいです。お店で煮たのかなあと思うほど綺麗に煮られていました。八丈島料理と謳っている割には、上記の三点くらいしか島の料理がないのは？？？季節にもよりますが、「ネリ」「ブド」「ノリの天ぷら」「にょげいも」などは食べたかったです。ただ、全体的にボリュームがあって大勢で行ったほうがあれこれ頼めて楽しいかもしれません。島の焼酎はまずまずの品揃えだと思います。八丈島料理の店で訪問すると「これしかないの？」です。海鮮居酒屋だけど八丈島の料理もあるという感じですね。
4.0,2011/06,【総合】≪ディナー≫ボリューム満点、かつザ海鮮居酒屋と言った風の豪快（ある意味大雑把）な料理で味も悪くない、というか良いと思う。至れり尽くせりのサービスを求めるタイプの店ではないので、そう思えば特段サービスにケチをつけるところもない。雰囲気は、海鮮居酒屋と言う時点で推して知るべしであるが、決して不衛生ということはなく、サラリーマンが紫煙を燻らせつつ（注：別にモウモウとしていたわけではなく、たまたま隣の人が吸っていただけです）魚に酒に会話に興ずる店の趣は十分にあって、それはそれで楽しめる。CPは、いかんせんボリューム満点故、2人で行っても4人で行っても合計金額は余り変わらないのではないか。そういう意味で、2人だとコスパはそこそこだが、4人くらいだとCP抜群になるものと思われる。ドリンクは、ビール生600円くらい。他の酒も特に種類は多くなかったように思う。個人的には横浜から小岩まで足を伸ばす機会が少ないのが残念だが、この手の料理の中ではかなりオススメのお店である。★4。【料理】あしたばの天ぷら目当てで訪問したのだが、時間が遅かった為（22時ちょっと前入店）、品切れとのこと。あしたばの三杯酢 や 島ラッキョウ、 湯葉豆腐、 あんこうの唐揚げなどを頼む。メニューはだいたい600～800円程度が多い。湯葉豆腐 は、ごま豆腐のような濃厚さとそれを更にしっかりさせたような固さ具合であった。あんこうの唐揚げ は、身は厚いが骨まで熱が通っていて丸ごと食べられる。時間が遅かった為、すぐにラストオーダーの時間になってしまう。慌てて 海老の塩焼き、  島寿司、 刺身盛り合わせ（順番がおかしい…）、 カニのだし汁等を頼む。島寿司 は、数種類の魚を漬けにした握りで、味が染みていて美味しい。そして何よりカニ汁 は、出汁がきいていて思わずホッとする味である。はっきり言って作戦ミスで、二人で訪問して閉店までの1時間でこの量は多過ぎた。残すのも失礼（だし勿体ない）ので、最後は無理やり詰め込む羽目になった。つい頼みたくなる魅惑のメニューが多いが、とりあえずの あしたばの天ぷら　と、締めの カニ汁 だけは常に鉄板オーダーだと思う。総じて、八丈島料理、というだけでなく、海鮮居酒屋として十分美味しいものが食べられる。★4。【サービス】至れり尽くせりとは言わないが、居酒屋レベルでは問題のないサービスだと思う。チェーンのような所謂“いらっしゃいませー”連呼系ではない。一瞬オーダーが入ってないのかと思うこともあったが、催促する前に出てきた（ラストオーダーでまとめて注文した為、遅くなったのは仕方ないと思う。既に腹12分目だったので、忘れられていればそれはそれで良かったのだが（苦笑））。雇われ店員は外国人の方が多いように見受けたが、オーダーや意思疎通には全く問題がないので気にすることはないであろう。★3。【雰囲気】カウンターが数席と、奥に広い座敷がある。座敷には低い長卓が10数卓程度置いてあり、座敷宴会可能な体である。けっして洗練やお洒落と言う言葉は当てはまらないが、味わいのある風情ではある。会社の同僚数名と仕事帰りに豪快に喰らい尽くすというのが最適な用法だと思われる。デート用のお店ではないが、座敷や紫煙にそれほど抵抗のない者同士の、雰囲気目当てでない居酒屋デートであれば、許容範囲内だろう。★2.5。【CP】単品が700円前後のものが殆どであるが、一皿に盛られる数が多いor量が多い為、4人程度でシェアしながら食べると丁度よい量だと思われる。逆に、差し飲みであれば、あれもこれも目移りしてしまうが、注文前に要吟味である（量があるのでそんなに種類を食べられない恐れあり）。今回、二人で合計9000円程度（酒は2～3杯程度）だったが、4人で行っても酒代が変わる程度にしか違いがなかったかもしれない。ある程度の人数で行く方が、CPの良さを享受できるだろう。★4。【ドリンク】時間がなかったので、ビール以外を楽しむ余裕なし。地酒が豊富、とかいうことはなさそう。★2.5。【アクセス】数年前に訪ねて以来、再訪したいと思いつつ、余りご縁のない地域だったのでかなりの御無沙汰。今回念願が叶ったのだが、記憶にある駅北側周辺を探すも見当たらず。小岩店（小岩駅の北側）と新小岩店（新小岩駅の南側）を取り違えていたようであった。気を取り直して南側に回ってロータリーを渡り、リンガーハットや吉野家の前を通り過ぎ、左側の一本目の細い筋を入る。若干怪しげな店が並んでいてひるむが、すぐ左手に看板が見えてくる。【総評】気軽に美味い海鮮を食べられる＋八丈島の郷土料理というオプションもある（あしたばや島寿司等）＋ボリューム満点でコスパ良し。少し足を伸ばす程度の距離であれば、十分使いたくなるお店である。もう少し私の生活圏内に近ければ、ヘビーユース間違いない。
3.5,2010/10,"言わずと知れた「源八」小岩本店にはずいぶん通っているが新小岩店には初めて行ってみたいつも注文する定番メニュー①しめ鯖　本店同様厚めに切られたしめ鯖は　やっぱりここの一押し！美味い！②カレイのから揚げ　これも定番　もみじおろしのはいいたポン酢で　バリバリいただく③あした葉の天ぷら　いつもながら、ボリュームんい圧倒される　天ぷらなのに健康に鋳物を食べている感覚④島寿司　やっぱり八丈島料理はこれがないと　今回も、飲んで食べて3,000円と少しリーズナブルな居酒屋に乾杯！"
3.0,2010/10,料理はまぁまぁ美味しいんだけど。少し席の間隔が狭いですかね！お刺身や煮魚など魚料理を食べるのには良いお店だと思います。しかし、最近にない内税表記だと思いますし、チャージが高すぎだと思います。表記されている価格を足してなおかつ１０００円近くはプラスされます。チャージいくらや消費税とりますとかきちんと表記がないとトラブルのもとだと思いました。店長〈女性）以外はとても頑張って働いているので好感がもてました。正直値段そのものも周りと比べたらかなり高いと思います。少し頼みすぎると１人４０００円から５０００円程いくかと！
3.5,2010/05,とにかくボリュームが半端なぃ。以前行った記憶と評判で、女二人お邪魔しましたが、一品一品のボリュームがすばらしかったのが１番の印象です。絶対外せなぃあしたば料理は、天麩羅やサラダ...どれもたっぷりで、とてもおぃしぃです！一席が狭ぃ、けども明るぃ感じの雰囲気がこのお店の好きなとこでもあります。楽しくて、都内の大衆酒場といぅよりも旅館の近くの小料理屋さんを錯覚してしまぃます。ただ島寿司(酢が強ぃお寿司なのかしら...)は、お刺身をいただけば良かったなと少し後悔。料理がおぃしぃだけに、量が多過ぎて少人数で来ると色々なメニューを味わえないのが、いつも悔しぃです。何人かで存分に八丈島料理を味わう事をオススメします。
4.0,2008/03,八丈島料理ということで会社の先輩につれていってもらってから、よく行きます。ボリュームがあって安い！！あしたばのてんぷら、しまずし、カレイのフライはいつも食べてます。お刺身もいろいろあります。うにもおいしかった！！安くてボリュームたっぷりです。
3.4,2007/10,新小岩、小岩にもある魚介を頂ける居酒屋さん。いつもワイワイがやがやにぎわってます。時間によっては案外混んでいるので、20-30分待つことも。頂くものは、もうここではだいたい決まってます。あしたばの天ぷら。えびの塩焼き。魚介類のミルク煮。島寿司生カキかその日の刺身。　　　　　　　　　　　　などなど。。どれも量が多いので、できれば3人以上での入店がいいかもしれません。あと分煙はあまり気にしていないようでしたから、気になる方は難しいかも。。。ご馳走様です。
3.5,2007/06,八丈島から届く新鮮なネタでの料理で､居酒屋でも独特な雰囲気を醸し出しています｡やっぱり､島寿しと明日葉料理はこの店の売りらしく､食べて損はないですね｡明日葉の天ぷらは､やみつきになりますね｡ビールがとまりません｡
